trial_number,value,lr,weight_decay,hidden_size,dropout,optimizer,gamma
1,0.3146877913108354,8.989536070188395e-05,0.001641397463362,74,0.2487997312489553,adamw,0.9196516989711816
2,1.0993737581193297,0.0005708738403126,2.901389738989429e-06,156,0.2411595358436138,sgd,0.9179394433270702
3,1.3081488516602842,0.0004184664521763,0.0001236179187325,75,0.2639926579651553,adam,0.968279159736891
4,2.444586290012294,0.0031077707308551,6.402630603732141e-05,248,0.0483338745135653,sgd,0.9937393516738076
5,2.189043888550421,2.37153759434309e-05,8.704533343347794e-05,237,0.1074008860218725,adam,0.9206030359340238
6,1.4694658854652694,1.4845995114974215e-05,0.0009158233608087,196,0.1690704961297205,sgd,0.9023541464538232
7,1.6866653481894072,0.0017579528582535,0.0083889072098487,202,0.4716430348128352,sgd,0.9204355426588278
8,1.0042273447311203,0.0003614763411462,1.4836428001107088e-06,124,0.1480945798713263,adam,0.9328976113414272
9,0.0270372459400704,0.0001596165155107,1.1731022391075929e-06,135,0.2466834082680339,adamw,0.9255552554034018
10,1.1235048853395335,7.424985529710049e-05,2.768665911817068e-05,25,0.3501572637830961,adamw,0.9486799160223732
11,0.3542942940690294,7.587285028786958e-05,8.466383790948049e-06,73,0.3272984518213866,adamw,0.9397423572323956
12,0.5103637620239025,8.309427523439841e-05,0.0004340640109036,63,0.3925382915860212,adamw,0.9024507658276848
13,0.2745013511388094,7.246452259247535e-05,8.116993962533575e-06,79,0.2852629973323493,adamw,0.9426209483352735
14,0.1264085704163006,0.000124734444214,6.194081375670301e-06,96,0.2544510494361666,adamw,0.9613768047290432
15,0.1040551320715746,0.0001577600221385,6.305377659668891e-06,102,0.2902340748857261,adamw,0.9655704143028784
16,0.0628097950057792,0.0001858921710873,5.4113320606399215e-06,150,0.2191367819162806,adamw,0.9638853141222276
17,0.12065204924447,0.0009937218415346,1.381205194048193e-06,161,0.207346023066391,adamw,0.96458018144312
18,0.0647383399056283,0.0011105458862859,1.3811588957245362e-06,151,0.2077288868420518,adamw,0.964746198538924
19,0.1261655033183183,0.0001968007102445,2.873773555953828e-06,155,0.3293218785359613,adamw,0.9755668043594437
20,0.0212299143036398,0.0054489911650672,1.20946964114218e-06,138,0.2058256909761137,adamw,0.955512444830418
21,0.0197685301645775,0.0077766742856879,1.0004646884659854e-06,142,0.1116967771849288,adamw,0.9548740791375034
22,0.3025744394193293,0.0074926788657084,1.075774661708675e-06,183,0.0939092867506833,adamw,0.9555570008218184
23,0.0322628510297353,0.0056752381899244,2.293830126608606e-06,143,0.1987172124170332,adamw,0.9541302959096266
24,0.0171706973855551,0.0098746657329159,2.931119398900501e-06,136,0.2036188891541155,adamw,0.9531326909427188
25,0.0008586689574641,0.0097178032095691,2.647202698154921e-06,129,0.1270460380323758,adamw,0.952162349945357
26,0.0006375193274033,0.0039910225359165,1.7946983839893703e-05,128,0.1251076014463678,adamw,0.9475756925978236
27,0.0144285219175589,0.008844718253989,2.057238362170795e-05,116,0.1032028029934105,adamw,0.948196597312739
28,0.0084822298211674,0.0092068821342003,2.2811901719084647e-05,119,0.1190301326936372,adamw,0.9485308828985226
29,0.0101708314967607,0.0091667359312483,2.0817105312081007e-05,118,0.1096617070392778,adamw,0.942261033061151
30,0.021884605277095,0.0095728193300048,2.0124330347198756e-05,114,0.0525891336130964,adamw,0.946040951092112
31,0.0686537058841073,0.0040613697113232,2.145907013519177e-05,102,0.1292611668552638,adamw,0.9359864362086098
32,0.0084437047478298,0.0028527775387053,3.97333694476717e-05,119,0.0816324943779582,adamw,0.9487683038586616
33,0.0054094427553757,0.0030535642198217,4.105756542943574e-05,121,0.0776065841724758,adamw,0.9480053966442512
34,0.0150835377142471,0.0028160403450325,4.611074731826515e-05,116,0.0742054136986738,adamw,0.9463666356413946
35,0.0055587089844268,0.0046518601794928,1.4060412107396796e-05,121,0.0763811027071039,adamw,0.9399750642657048
36,0.0013866990224774,0.0043718773841992,3.888861709192507e-05,126,0.0711234952521716,adamw,0.9376614695243636
37,0.1249141555422839,0.0023583931632319,4.298790352209529e-05,94,0.0052234442754692,adamw,0.931989639633188
38,0.0021919981597683,0.0046756634236794,1.3845775531577827e-05,125,0.065666735043586,adamw,0.9393753335555246
39,0.0042189437139568,0.004294466353298,0.0001375431078856,127,0.0368827124828557,adamw,0.93840161314192
40,0.0090988486411313,0.0042556779880453,0.0001947744349794,129,0.005915879430197,adamw,0.9379012513111854
41,1.047472420729209,0.0018704084763813,0.0001272910365977,107,0.0443566928302343,adam,0.933680997538332
42,0.1860353961325557,0.0037261113810499,1.2524387393818353e-05,171,0.0744722620565256,adamw,0.9280484555586932
43,0.0028243386870946,0.0055413102457405,4.229493977180784e-05,124,0.0657683482084747,adamw,0.9427868043133336
44,1.0047125182230607,0.0054858918561216,4.624955302184928e-05,127,0.0325799668399256,sgd,0.941838175976463
45,0.0006318734609071,0.0030106751012543,7.367076430773035e-05,128,0.0758420918625895,adamw,0.943356976203442
46,0.0018446471319702,0.005175590645973,8.381611527386153e-05,129,0.0597752836496084,adamw,0.9387565447748492
47,0.0097505708104769,0.0055156586849306,8.289259323839826e-05,135,0.0337452982111341,adamw,0.928542008041821
48,0.0020583869911312,0.0043862101191869,0.0001914939355237,129,0.0573745469968849,adamw,0.9381262544493816
49,0.0019764612960767,0.0034345506859262,0.0002154626787048,130,0.060791193169095,adamw,0.9439502752185438
50,1.004615043164215,0.0062315368515909,0.0002032528930082,133,0.0545064407554637,adam,0.9433837707403374
51,0.0286441439784467,0.0036903204987277,0.0003185568373562,144,0.1537235630985725,adamw,0.9375030177873565
52,1.003563433551525,0.0021974653344808,0.0001302910631181,132,0.0587950947242356,sgd,0.9339501262468743
53,0.0054057399856266,0.0034062169346742,7.974965754724689e-05,126,0.0295836556080002,adamw,0.943324546960371
54,0.0386125542486223,0.0039253715651891,7.559819110442282e-05,110,0.0214836768172086,adamw,0.943187783084084
55,0.0061575378559904,0.0065291921861166,0.000251607073434,128,0.0224004600427789,adamw,0.9384479817075084
56,0.001589418952645,0.0012740901217215,0.0001185254445987,128,0.0608265047876503,adamw,0.9436102974845778
57,0.0374560198166459,0.0047587679057309,0.0004758755501171,147,0.0632255621537123,adamw,0.9518978310839292
58,8.679472114367143e-05,0.0013968281917072,0.0001141535712831,128,0.0935598852186343,adamw,0.9443265602849876
59,0.0002949104386289,0.0013733629272899,0.000170631671682,129,0.091904249645009,adamw,0.9392246445596548
60,0.0134987249319143,0.0013902155448862,6.073597337967208e-05,139,0.1367511444298682,adamw,0.944096203059734
61,0.0445075194097217,0.000932500612198,0.0001064507962904,107,0.0936639207405681,adamw,0.9312737062638003
62,0.123809145162787,0.0007933945431252,0.0001595407593774,163,0.0655341594622067,adamw,0.9398294760780894
63,0.0002956302997526,0.0005119570012052,0.0001133421577094,128,0.0906119027235963,adamw,0.9363178256466524
64,0.0028308682561473,0.0005717245696734,9.915772085367163e-05,133,0.0919516102721802,adamw,0.9343053709468204
65,0.0002678970026296,0.0013475511763806,6.076767891233152e-05,127,0.0884530447205152,adamw,0.9454139865937656
66,0.0121439052229414,0.001567986065456,0.0003523256529627,139,0.0944090016347584,adamw,0.950919474231069
67,0.0446162388321507,0.0012302043315153,6.371960652549184e-05,149,0.120920788422223,adamw,0.9580098529312004
68,0.0021469359333855,0.0006787714731145,0.0001909785216044,126,0.0586400430310067,adamw,0.9458141449316916
69,0.0001877626184245,0.0005603040528057,0.000190072615181,128,0.0877947969253635,adamw,0.94564239960023
70,0.0065874798208807,0.0006987073950696,0.0001961547311395,136,0.087501168510681,adamw,0.9464411248600548
71,0.0225575574117551,0.0003650043103929,0.000164530007132,113,0.1038427571850389,adamw,0.945396207670494
72,0.0026529366115621,0.0004343072428965,0.0002578621735413,129,0.0496820325246977,adamw,0.9503668509743104
73,0.0029915078566385,0.0005881520911154,0.000101638186772,123,0.0807402894469214,adamw,0.9399526962848324
74,0.0021768372671622,0.0002554108202935,0.0001167283819099,130,0.060494742204134,adamw,0.9360890744367234
75,0.0169580521249212,0.0002875383150587,0.0001161481395983,141,0.1045536686746271,adamw,0.9461319786530876
76,0.0051938043541405,0.0020585341427902,6.148037513362268e-05,133,0.0500939154128065,adamw,0.9360593201576872
77,0.0096903486513081,0.0002430175378253,0.0001573233697727,119,0.1389288912852595,adamw,0.942778936007052
78,0.0014463266979579,0.0004866389760949,0.0002440646303272,127,0.0649168796362556,adamw,0.9402498495983164
79,0.0007759279241486,0.0004764877317557,0.0002643341965213,130,0.0836321196658614,adamw,0.940645711363014
80,0.0039838371904179,0.000427191765898,0.0002602820795856,122,0.0832150645138364,adamw,0.9409924980535066
81,0.0200061437408908,0.0007954976581605,0.0002011168401608,114,0.1192024625951877,adamw,0.9455680703880208
82,0.0175780437500675,0.0005313309249142,0.0005908721662815,141,0.0743728415483816,adamw,0.9488531614281224
83,0.0028671070599008,0.0010969089936927,0.0003075866346397,131,0.0581380280378784,adamw,0.935878696199122
84,0.0003909336048716,0.000488038710793,0.0001605613066207,127,0.0861067265346206,adamw,0.94120013954736
85,0.0058631002513506,0.0004787960961413,0.0001650160108513,122,0.0988056520668021,adamw,0.9973404719595386
86,0.0068670928127639,0.0006917563856673,0.0002220150830632,136,0.0807317796987522,adamw,0.9412142012012554
87,0.0042339102284227,0.0026419702076214,0.0001483097697392,125,0.042524644074918,adamw,0.9450190664340816
88,0.0017287394919768,0.0003570171935802,8.882932907442331e-05,130,0.0664800729532966,adamw,0.9364564542272256
89,0.0012877094784794,0.0003372734598008,9.04748344479542e-05,130,0.0729720364298253,adamw,0.9383685798769522
90,0.0018524920548819,0.0003387892214682,6.829299883630009e-05,132,0.0904256778198862,adamw,0.9382139424396224
91,1.010265492087508,0.0003431451273182,8.31591236544733e-05,138,0.0876253426872095,adam,0.940486856971666
92,0.0124749565763956,0.0003840219601141,5.439265346325841e-05,117,0.1125853627168144,adamw,0.9360336331671452
93,0.0018898034617978,0.0003076879367563,8.89662585198413e-05,131,0.0712190221714619,adamw,0.938198642629106
94,0.0035088885406194,0.0002822750557027,9.01506667533376e-05,133,0.0698941763862824,adamw,0.9410499709479132
95,0.002699723365166,0.0003151601314353,7.784644442791817e-05,123,0.0947166287598034,adamw,0.937765482629636
96,0.0266567920585644,0.0004919417502569,0.0001042723146575,144,0.0723528745840022,adamw,0.9335091138742492
97,1.0008749916706128,0.0002184767508743,3.0467862398621297e-05,130,0.0818829380273881,sgd,0.9388788349943336
98,0.0011558809278891,0.001586985712506,0.0001363421898714,129,0.0700497162518583,adamw,0.9378723243049012
99,0.0048254118273399,0.0015472997553311,0.0045953573890712,134,0.0719453374006437,adamw,0.9297600730571364
0,1.220777107151307,3.058818323045904e-05,9.945778525134207e-05,83,0.23445936737048645,sgd,0.9368497076167452
1,2.615272954089325,0.0006404019199970017,5.016779792217972e-06,255,0.0739164453860916,sgd,0.909093384835449
2,2.184767933298233,0.00022224837982373296,1.1806993952789759e-05,235,0.29386358986858185,sgd,0.9024418610693807
3,1.212550077810048,0.0017585998907552868,1.3030585335451992e-05,231,0.4892311851811145,adamw,0.9382348617231293
4,0.4231209807646637,0.0009495750757616106,9.865231769310459e-05,70,0.3942253770891032,adamw,0.9383449058601089
5,1.151457674276746,0.005852738963110243,0.0003321040815135733,156,0.36927546640388603,adam,0.9734017545696261
6,1.2021448965091142,0.001845595470989124,0.0006995743222789015,234,0.3789232894641064,adamw,0.9771423102515913
7,2.213430597065071,0.000166394793405469,0.00040420789648223005,18,0.0660361495128311,adam,0.9025270497047455
8,1.3645913804291583,0.0007749002243534059,1.3577906647713412e-05,17,0.46378794066029905,adamw,0.9385271370299433
9,0.14790878813524372,0.000823043094855035,7.939855773903149e-05,166,0.15777847538593753,adamw,0.9376382831791181
10,0.021254486044536277,0.00928402938248919,0.009156541245992585,140,0.1816071233679763,adamw,0.9600734723927042
11,0.15895699341547911,0.0097735099296229,0.007974175996160156,167,0.18154944974990553,adamw,0.9613150765395984
12,0.3753846896266846,5.525582209945896e-05,0.006903900622914688,189,0.13911986595895182,adamw,0.9910958060617522
13,0.03612971635556009,0.008136998722337337,0.009493671376411576,145,0.18390122668369252,adamw,0.9599786587636264
14,0.015739390691069235,0.004034126374102853,0.002166787599804761,117,0.16005819842880667,adamw,0.9553565287072181
15,0.03873434823366555,0.00446218458721828,0.0024469333523206376,114,0.23769792650292554,adamw,0.9630211165252393
16,0.005146962741694527,0.003648129496467457,0.0023785355007120267,121,0.11473374638750954,adamw,0.9549520712431587
17,0.037463433155315966,0.0031375616718856605,0.0018463139990054548,110,0.028879403364906464,adamw,0.9498875203380791
18,0.00693125969863136,0.008087634795011416,0.009822018988416684,120,0.12006042312670766,adamw,0.9556925913221525
19,0.04024624635945029,0.0029579664338859374,0.0026969354754962397,108,0.11485730820208756,adamw,0.9540632900302375
20,0.0005178214448522038,0.009859989439764945,0.003242756956772147,128,0.10610297242816596,adamw,0.9711998339454511
21,0.1605693875245676,0.002983476135125548,0.0010649502419092373,88,0.09024676597123943,adamw,0.9716766328859983
22,1.0104111008446304,0.0048600067435942565,0.003691751425654337,123,0.011147532948794475,adam,0.9475234967656324
23,0.004990125257307022,0.00934876130957237,0.00417105456963519,134,0.13243129942455348,adamw,0.9674913609636616
24,0.0018642952702892764,0.00566014997816249,0.003334464483460741,130,0.11909602732771607,adamw,0.9830328173743434
25,0.002389920061306457,0.00883671138201314,0.00485053572819289,131,0.11050138891845679,adamw,0.9866877823905809
26,0.2741448719784983,0.005470089336798173,0.004155011589691362,180,0.05278769286411475,adamw,0.9887593851821689
27,0.004173244494275785,0.002165309534523438,0.0011283073653925353,132,0.11579418283898957,adamw,0.9981181674894616
28,0.008693431269511043,0.009974354920499499,0.0010999434718251357,136,0.11191991734236102,adamw,0.9961111993014478
29,0.10344636559798576,0.0024195235250736346,0.003989085233391196,96,0.10049891561254247,adamw,0.9820512730885028
30,0.008612206235318574,0.0060759116438355,0.0014021276197716428,135,0.05236021065864696,adamw,0.9879563602933998
31,0.05481657892458673,0.0016131621381235029,0.004718828893844254,151,0.13946912657465121,adamw,0.9681520738231948
32,1.0156447129240724,1.5358453109580165e-05,0.0005321874452393355,133,0.21030034370071182,sgd,0.9808820241596095
33,0.0030501282412823917,0.006683980863270564,0.004959579763936818,126,0.1202465002733736,adamw,0.9970901669644937
34,0.0031331000116151357,0.005897859558882838,0.004266029618626996,128,0.1292532336355999,adamw,0.9975642639236674
35,0.06485838710950641,0.006180622792743217,0.0047874612155989,103,0.0836810163893687,adamw,0.995522540456002
36,1.005020046408144,0.006514020987113199,0.0053877925951738214,131,0.14261978265404343,sgd,0.9977222983380218
37,0.09622999417483101,0.009650853004286655,0.0002055078736228359,153,0.28044549735387597,adamw,0.9838777139173139
38,0.0029046033303288168,0.00412625253422799,0.0027405607993096276,125,0.11480219860036545,adamw,0.9921866649498963
39,0.0025979436610994865,0.004650674750209997,0.0030797865666772808,130,0.08004170805845201,adamw,0.9923418577416683
40,0.3383723618316951,0.004404477877629274,0.0017320955894810901,70,0.08520572690118906,adamw,0.9918523429336172
41,0.004652936344007931,0.0021981152509825716,0.003078678787143946,124,0.07303603628474487,adamw,0.9980768225066537
42,1.0529102389351974,0.006109965125950238,0.001067013271153097,150,0.043187530959773804,sgd,0.9857914622517753
43,0.0054381947097897135,0.0012770118557955655,0.002570452326631824,123,0.0754601768295564,adamw,0.9981439962507718
44,0.001908403758698188,0.0024473400430249205,0.003431300506282453,128,0.10225197773602915,adamw,0.9934536967295136
45,0.09791238096018887,0.0005387831958487536,0.00579172568555493,97,0.09753414365254894,adamw,0.9919332290261288
46,1.0244552952715533,0.003785180566769049,0.0032455136769442847,143,0.11056015808697132,adam,0.9928341534423858
47,0.14917167858555386,0.006504764224265005,0.0015854707225671835,166,0.16229920794776215,adamw,0.9797832958648833
48,0.0037347814742077685,0.0020758745491248494,0.0030092026280201896,126,0.06756372235052116,adamw,0.9976216627069316
49,0.0016235436894253942,0.0022319736164814635,0.006017496486134376,129,0.09030673614933532,adamw,0.987302541305016
50,0.0031441581540002346,0.0011464569705163022,0.006315694057250507,128,0.05870378079151783,adamw,0.9872841567135103
51,0.030350158288201395,0.001196161049080557,0.006343674370542882,111,0.09213279425285582,adamw,0.9866011972621117
52,0.02533565199290517,0.004548432470922059,2.082661954051035e-06,142,0.02887179507207986,adamw,0.9759995888761364
53,0.0035296995832492088,0.0026140297065545257,0.006660193401015411,127,0.060142406163935076,adamw,0.9923961196322183
54,0.017667144820653166,0.0026717770908757273,0.007406998425154066,116,0.06017954563176135,adamw,0.990352806412944
55,0.0028688776404974716,0.007399477981762841,0.0057435747208947376,127,0.12998941919229742,adamw,0.9928516021470325
56,0.019291756456006552,0.007169021812970971,0.005413748816143832,141,0.1327266586957163,adamw,0.9859426304486378
57,0.022614973268680484,0.007521211377907046,0.004124409277130895,115,0.16155603796844265,adamw,0.9936615919188465
58,0.0008772746340301896,0.003666580871204206,0.0075311203693720075,127,0.09538421025422107,adamw,0.9234527881156737
59,0.000827078062245113,0.003736279979797196,0.009384052114238796,128,0.09667822142485077,adamw,0.9228795191951761
60,0.018693164930254243,0.003573274188946326,0.009603549338503452,141,0.12912228962967126,adamw,0.9206717368417205
61,0.04521970282278455,0.004871389793099904,0.009958467066737189,107,0.10579075069674951,adamw,0.9184295883885754
62,0.009726380247580345,0.005080498868105496,0.0032380279416693667,119,0.09585242667598327,adamw,0.9099790728989804
63,0.000653318715561279,0.0036782295198984818,2.727715540287469e-05,129,0.08695722369358844,adamw,0.9304747814943771
64,0.0019378903380950579,0.003568667179352554,1.0054275691600036e-05,131,0.08470725809676315,adamw,0.9216850989279529
65,0.005836465608928598,0.003287358949011752,2.138709377249158e-05,135,0.08308821842213851,adamw,0.9245580063063492
66,0.008569729494904607,0.0040129309058226795,2.9204531418740888e-05,119,0.1053403380562627,adamw,0.9290234814475918
67,0.031670437811951224,0.007657066184174041,1.0102386595754455e-05,145,0.14824157937926974,adamw,0.9291220731257593
68,0.0012629182920477302,0.005608862459174229,4.284144578015758e-06,128,0.1137344269469853,adamw,0.9172331362382338
69,0.0019403815855343876,0.0033257136716595905,1.817603002806227e-06,130,0.11910641879899567,adamw,0.9157614993639933
70,0.0035768832989123904,0.00016013854457742,3.0948057388912064e-06,133,0.09774885280287882,adamw,0.9176249407486331
71,0.009862853111435033,0.003280831670899033,4.533751882601053e-06,137,0.08963307565347989,adamw,0.9093529956272082
72,1.0079071647554743,0.003853759525447434,1.4621387307272945e-06,120,0.11926709464493733,adam,0.9163194208453481
73,0.0012709267298205386,0.004989595058388927,5.675669971445308e-05,127,0.12132243818044876,adamw,0.9232402580921373
74,0.05911775624200457,0.005022304092572534,7.606456361770647e-05,129,0.34158320568408884,adamw,0.9244044778393361
75,0.021425490377782273,0.0028060620526795086,5.59927371476009e-05,114,0.0777603031639865,adamw,0.9135874231032968
76,0.005720801092254773,0.004115352955431716,7.690441018880894e-06,135,0.10862495243851078,adamw,0.9226982359801995
77,0.0022486696220284774,0.005039319178472706,5.083419206693168e-06,124,0.11744016023974764,adamw,0.9314456489086612
78,0.0013749027437435426,0.005211331488823696,4.9922118645434395e-06,126,0.12258818454401472,adamw,0.9284503603500988
79,0.0012201292238529955,0.00812608986920397,6.312448736708071e-06,129,0.12693899528606395,adamw,0.9303937869143016
80,0.008561260688525077,0.005319421182429039,5.483822755438208e-06,137,0.10138649896874184,adamw,0.9285759076506515
81,0.04487999846725111,0.008484204194991015,5.5959209162957874e-06,149,0.1211085259547916,adamw,0.9320544020717837
82,0.00494746189836169,0.005573081220528724,3.950016012403097e-06,132,0.1530500872370171,adamw,0.926922399283404
83,0.003575150425484238,0.008282114904370691,7.242566139063416e-06,123,0.1284774164234761,adamw,0.9340886175586766
84,0.0017466018746595821,0.007150718337228978,2.722770402083752e-06,129,0.13954073939436093,adamw,0.9411535923224369
85,0.005220370175426359,0.003395712608850955,3.3141938967701463e-06,121,0.08570875361433532,adamw,0.9393552821856471
86,0.0012309264297952745,0.004755252644043125,2.5079544306624255e-06,130,0.10417823660589663,adamw,0.921484015551681
87,0.09087950164497037,0.005793701278375303,2.652475275637911e-06,158,0.1092863109819963,adamw,0.9218505993485404
88,0.00046468743188884113,0.004826609821589205,1.9266467469303012e-06,130,0.09579003339911644,adamw,0.9431673232266485
89,0.001819480658224401,0.009756103831793372,1.734140078138861e-06,128,0.14224588638320335,adamw,0.9465508045291818
90,0.012570219512630773,0.004631736038662009,1.6971268883490326e-06,139,0.12043079186667818,adamw,0.9427599494316213
91,0.0017502383136225096,0.006756122339911119,1.221036455561544e-06,129,0.14018632120186464,adamw,0.9443462264145205
92,0.006254750979231645,0.006950030109316882,1.1505618635667644e-06,130,0.17632415182232192,adamw,0.9449677679260958
93,0.010036752284266676,0.009661305420727339,2.6257967117574668e-06,119,0.14373216104033534,adamw,0.9515083851250441
94,0.0032880993600961157,0.005616622521510285,1.8672030162549017e-06,124,0.1408960441881835,adamw,0.9461290091401819
95,0.0012141090629318482,0.0030654407209071725,1.0116840199941549e-06,131,0.09727873824523156,adamw,0.9326013710755682
96,0.0016836997931330394,0.003126265624995778,1.1531523733419611e-06,132,0.0968314929685856,adamw,0.9416393404782004
97,0.008227701641551507,0.0016280199214183323,1.088408355697508e-06,137,0.09830428542688803,adamw,0.9393601207144341
98,1.6130348442407043,0.003085534715232437,1.421335942723864e-06,255,0.09057102213030618,adamw,0.943517341669789
99,0.0006295860766304167,0.0026399936048088772,2.2594731522395796e-06,130,0.10353634804764161,adamw,0.9354651128900514
